Date,Close,Change,Max,Min
06/01/2023,"""124.37""","""1.00""","""192.66""","""83.49"""
06/02/2023,"""125.23""","""0.86""","""192.66""","""83.49"""
06/05/2023,"""126.63""","""1.40""","""192.66""","""83.49"""
06/06/2023,"""127.91""","""1.28""","""192.66""","""83.49"""
06/07/2023,"""122.94""","""-4.97""","""192.66""","""83.49"""
06/08/2023,"""122.67""","""-0.27""","""192.66""","""83.49"""
06/09/2023,"""122.87""","""0.20""","""192.66""","""83.49"""
06/12/2023,"""124.35""","""1.48""","""192.66""","""83.49"""
06/13/2023,"""124.43""","""0.08""","""192.66""","""83.49"""
06/14/2023,"""124.38""","""-0.05""","""192.66""","""83.49"""
06/15/2023,"""125.79""","""1.41""","""192.66""","""83.49"""
06/16/2023,"""124.06""","""-1.73""","""192.66""","""83.49"""
06/20/2023,"""123.85""","""-0.21""","""192.66""","""83.49"""
06/21/2023,"""121.26""","""-2.59""","""192.66""","""83.49"""
06/22/2023,"""123.87""","""2.61""","""192.66""","""83.49"""
06/23/2023,"""123.02""","""-0.85""","""192.66""","""83.49"""
06/26/2023,"""119.09""","""-3.93""","""192.66""","""83.49"""
06/27/2023,"""119.01""","""-0.08""","""192.66""","""83.49"""
06/28/2023,"""121.08""","""2.07""","""192.66""","""83.49"""
06/29/2023,"""120.01""","""-1.07""","""192.66""","""83.49"""
06/30/2023,"""120.97""","""0.96""","""192.66""","""83.49"""
07/03/2023,"""120.56""","""-0.41""","""192.66""","""83.49"""
07/05/2023,"""122.63""","""2.07""","""192.66""","""83.49"""
07/06/2023,"""120.93""","""-1.70""","""192.66""","""83.49"""
07/07/2023,"""120.14""","""-0.79""","""192.66""","""83.49"""
07/10/2023,"""116.87""","""-3.27""","""192.66""","""83.49"""
07/11/2023,"""117.71""","""0.84""","""192.66""","""83.49"""
07/12/2023,"""119.62""","""1.91""","""192.66""","""83.49"""
07/13/2023,"""124.83""","""5.21""","""192.66""","""83.49"""
07/14/2023,"""125.70""","""0.87""","""192.66""","""83.49"""
07/17/2023,"""125.06""","""-0.64""","""192.66""","""83.49"""
07/18/2023,"""124.08""","""-0.98""","""192.66""","""83.49"""
07/19/2023,"""122.78""","""-1.30""","""192.66""","""83.49"""
07/20/2023,"""119.53""","""-3.25""","""192.66""","""83.49"""
07/21/2023,"""120.31""","""0.78""","""192.66""","""83.49"""
07/24/2023,"""121.88""","""1.57""","""192.66""","""83.49"""
07/25/2023,"""122.79""","""0.91""","""192.66""","""83.49"""
07/26/2023,"""129.66""","""6.87""","""192.66""","""83.49"""
07/27/2023,"""129.87""","""0.21""","""192.66""","""83.49"""
07/28/2023,"""133.01""","""3.14""","""192.66""","""83.49"""
07/31/2023,"""133.11""","""0.10""","""192.66""","""83.49"""
08/01/2023,"""131.89""","""-1.22""","""192.66""","""83.49"""
08/02/2023,"""128.64""","""-3.25""","""192.66""","""83.49"""
08/03/2023,"""128.77""","""0.13""","""192.66""","""83.49"""
08/04/2023,"""128.54""","""-0.23""","""192.66""","""83.49"""
08/07/2023,"""131.94""","""3.40""","""192.66""","""83.49"""
08/08/2023,"""131.84""","""-0.10""","""192.66""","""83.49"""
08/09/2023,"""130.15""","""-1.69""","""192.66""","""83.49"""
08/10/2023,"""130.21""","""0.06""","""192.66""","""83.49"""
08/11/2023,"""130.17""","""-0.04""","""192.66""","""83.49"""
08/14/2023,"""131.83""","""1.66""","""192.66""","""83.49"""
08/15/2023,"""130.27""","""-1.56""","""192.66""","""83.49"""
08/16/2023,"""129.11""","""-1.16""","""192.66""","""83.49"""
08/17/2023,"""130.46""","""1.35""","""192.66""","""83.49"""
08/18/2023,"""128.11""","""-2.35""","""192.66""","""83.49"""
08/21/2023,"""128.93""","""0.82""","""192.66""","""83.49"""
08/22/2023,"""129.69""","""0.76""","""192.66""","""83.49"""
08/23/2023,"""133.21""","""3.52""","""192.66""","""83.49"""
08/24/2023,"""130.42""","""-2.79""","""192.66""","""83.49"""
08/25/2023,"""130.69""","""0.27""","""192.66""","""83.49"""
08/28/2023,"""131.79""","""1.10""","""192.66""","""83.49"""
08/29/2023,"""135.49""","""3.70""","""192.66""","""83.49"""
08/30/2023,"""136.93""","""1.44""","""192.66""","""83.49"""
08/31/2023,"""137.35""","""0.42""","""192.66""","""83.49"""
09/01/2023,"""136.80""","""-0.55""","""192.66""","""83.49"""
09/05/2023,"""136.71""","""-0.09""","""192.66""","""83.49"""
09/06/2023,"""135.37""","""-1.34""","""192.66""","""83.49"""
09/07/2023,"""136.20""","""0.83""","""192.66""","""83.49"""
09/08/2023,"""137.20""","""1.00""","""192.66""","""83.49"""
09/11/2023,"""137.74""","""0.54""","""192.66""","""83.49"""
09/12/2023,"""136.07""","""-1.67""","""192.66""","""83.49"""
09/13/2023,"""137.50""","""1.43""","""192.66""","""83.49"""
09/14/2023,"""138.99""","""1.49""","""192.66""","""83.49"""
09/15/2023,"""138.30""","""-0.69""","""192.66""","""83.49"""
09/18/2023,"""138.96""","""0.66""","""192.66""","""83.49"""
09/19/2023,"""138.83""","""-0.13""","""192.66""","""83.49"""
09/20/2023,"""134.59""","""-4.24""","""192.66""","""83.49"""
09/21/2023,"""131.36""","""-3.23""","""192.66""","""83.49"""
09/22/2023,"""131.25""","""-0.11""","""192.66""","""83.49"""
09/25/2023,"""132.17""","""0.92""","""192.66""","""83.49"""
09/26/2023,"""129.45""","""-2.72""","""192.66""","""83.49"""
09/27/2023,"""131.46""","""2.01""","""192.66""","""83.49"""
09/28/2023,"""133.13""","""1.67""","""192.66""","""83.49"""
09/29/2023,"""131.85""","""-1.28""","""192.66""","""83.49"""
10/02/2023,"""135.17""","""3.32""","""192.66""","""83.49"""
10/03/2023,"""133.30""","""-1.87""","""192.66""","""83.49"""
10/04/2023,"""136.27""","""2.97""","""192.66""","""83.49"""
10/05/2023,"""135.99""","""-0.28""","""192.66""","""83.49"""
10/06/2023,"""138.73""","""2.74""","""192.66""","""83.49"""
10/09/2023,"""139.50""","""0.77""","""192.66""","""83.49"""
10/10/2023,"""139.20""","""-0.30""","""192.66""","""83.49"""
10/11/2023,"""141.70""","""2.50""","""192.66""","""83.49"""
10/12/2023,"""140.29""","""-1.41""","""192.66""","""83.49"""
10/13/2023,"""138.58""","""-1.71""","""192.66""","""83.49"""
10/16/2023,"""140.49""","""1.91""","""192.66""","""83.49"""
10/17/2023,"""140.99""","""0.50""","""192.66""","""83.49"""
10/18/2023,"""139.28""","""-1.71""","""192.66""","""83.49"""
10/19/2023,"""138.98""","""-0.30""","""192.66""","""83.49"""
10/20/2023,"""136.74""","""-2.24""","""192.66""","""83.49"""
10/23/2023,"""137.90""","""1.16""","""192.66""","""83.49"""
10/24/2023,"""140.12""","""2.22""","""192.66""","""83.49"""
10/25/2023,"""126.67""","""-13.45""","""192.66""","""83.49"""
10/26/2023,"""123.44""","""-3.23""","""192.66""","""83.49"""
10/27/2023,"""123.40""","""-0.04""","""192.66""","""83.49"""
10/30/2023,"""125.75""","""2.35""","""192.66""","""83.49"""
10/31/2023,"""125.30""","""-0.45""","""192.66""","""83.49"""
11/01/2023,"""127.57""","""2.27""","""192.66""","""83.49"""
11/02/2023,"""128.58""","""1.01""","""192.66""","""83.49"""
11/03/2023,"""130.37""","""1.79""","""192.66""","""83.49"""
11/06/2023,"""131.45""","""1.08""","""192.66""","""83.49"""
11/07/2023,"""132.40""","""0.95""","""192.66""","""83.49"""
11/08/2023,"""133.26""","""0.86""","""192.66""","""83.49"""
11/09/2023,"""131.69""","""-1.57""","""192.66""","""83.49"""
11/10/2023,"""134.06""","""2.37""","""192.66""","""83.49"""
11/13/2023,"""133.64""","""-0.42""","""192.66""","""83.49"""
11/14/2023,"""135.43""","""1.79""","""192.66""","""83.49"""
11/15/2023,"""136.38""","""0.95""","""192.66""","""83.49"""
11/16/2023,"""138.70""","""2.32""","""192.66""","""83.49"""
11/17/2023,"""136.94""","""-1.76""","""192.66""","""83.49"""
11/20/2023,"""137.92""","""0.98""","""192.66""","""83.49"""
11/21/2023,"""138.62""","""0.70""","""192.66""","""83.49"""
11/22/2023,"""140.02""","""1.40""","""192.66""","""83.49"""
11/24/2023,"""138.22""","""-1.80""","""192.66""","""83.49"""
11/27/2023,"""138.05""","""-0.17""","""192.66""","""83.49"""
11/28/2023,"""138.62""","""0.57""","""192.66""","""83.49"""
11/29/2023,"""136.40""","""-2.22""","""192.66""","""83.49"""
11/30/2023,"""133.92""","""-2.48""","""192.66""","""83.49"""
12/01/2023,"""133.32""","""-0.60""","""192.66""","""83.49"""
12/04/2023,"""130.63""","""-2.69""","""192.66""","""83.49"""
12/05/2023,"""132.39""","""1.76""","""192.66""","""83.49"""
12/06/2023,"""131.43""","""-0.96""","""192.66""","""83.49"""
12/07/2023,"""138.45""","""7.02""","""192.66""","""83.49"""
12/08/2023,"""136.64""","""-1.81""","""192.66""","""83.49"""
12/11/2023,"""134.70""","""-1.94""","""192.66""","""83.49"""
12/12/2023,"""133.64""","""-1.06""","""192.66""","""83.49"""
12/13/2023,"""133.97""","""0.33""","""192.66""","""83.49"""
12/14/2023,"""133.20""","""-0.77""","""192.66""","""83.49"""
12/15/2023,"""133.84""","""0.64""","""192.66""","""83.49"""
12/18/2023,"""137.19""","""3.35""","""192.66""","""83.49"""
12/19/2023,"""138.10""","""0.91""","""192.66""","""83.49"""
12/20/2023,"""139.66""","""1.56""","""192.66""","""83.49"""
12/21/2023,"""141.80""","""2.14""","""192.66""","""83.49"""
12/22/2023,"""142.72""","""0.92""","""192.66""","""83.49"""
12/26/2023,"""142.82""","""0.10""","""192.66""","""83.49"""
12/27/2023,"""141.44""","""-1.38""","""192.66""","""83.49"""
12/28/2023,"""141.28""","""-0.16""","""192.66""","""83.49"""
12/29/2023,"""140.93""","""-0.35""","""192.66""","""83.49"""
01/02/2024,"""139.56""","""-1.37""","""192.66""","""83.49"""
01/03/2024,"""140.36""","""0.80""","""192.66""","""83.49"""
01/04/2024,"""138.04""","""-2.32""","""192.66""","""83.49"""
01/05/2024,"""137.39""","""-0.65""","""192.66""","""83.49"""
01/08/2024,"""140.53""","""3.14""","""192.66""","""83.49"""
01/09/2024,"""142.56""","""2.03""","""192.66""","""83.49"""
01/10/2024,"""143.80""","""1.24""","""192.66""","""83.49"""
01/11/2024,"""143.67""","""-0.13""","""192.66""","""83.49"""
01/12/2024,"""144.24""","""0.57""","""192.66""","""83.49"""
01/16/2024,"""144.08""","""-0.16""","""192.66""","""83.49"""
01/17/2024,"""142.89""","""-1.19""","""192.66""","""83.49"""
01/18/2024,"""144.99""","""2.10""","""192.66""","""83.49"""
01/19/2024,"""147.97""","""2.98""","""192.66""","""83.49"""
01/22/2024,"""147.71""","""-0.26""","""192.66""","""83.49"""
01/23/2024,"""148.68""","""0.97""","""192.66""","""83.49"""
01/24/2024,"""150.35""","""1.67""","""192.66""","""83.49"""
01/25/2024,"""153.64""","""3.29""","""192.66""","""83.49"""
01/26/2024,"""153.79""","""0.15""","""192.66""","""83.49"""
01/29/2024,"""154.84""","""1.05""","""192.66""","""83.49"""
01/30/2024,"""153.05""","""-1.79""","""192.66""","""83.49"""
01/31/2024,"""141.80""","""-11.25""","""192.66""","""83.49"""
02/01/2024,"""142.71""","""0.91""","""192.66""","""83.49"""
02/02/2024,"""143.54""","""0.83""","""192.66""","""83.49"""
02/05/2024,"""144.93""","""1.39""","""192.66""","""83.49"""
02/06/2024,"""145.41""","""0.48""","""192.66""","""83.49"""
