Date,Close
12/04/2024,"7303.28"
12/03/2024,"7255.42"
12/02/2024,"7236.89"
11/29/2024,"7235.11"
11/28/2024,"7179.25"
11/27/2024,"7143.03"
11/26/2024,"7194.51"
11/25/2024,"7257.47"
11/22/2024,"7255.01"
11/21/2024,"7213.32"
11/20/2024,"7198.45"
11/19/2024,"7229.64"
11/18/2024,"7278.23"
11/15/2024,"7269.63"
11/14/2024,"7311.80"
11/13/2024,"7216.83"
11/12/2024,"7226.98"
11/11/2024,"7426.88"
11/08/2024,"7338.67"
11/07/2024,"7425.60"
11/06/2024,"7369.61"
11/05/2024,"7407.15"
11/04/2024,"7371.71"
11/01/2024,"7409.11"
10/31/2024,"7350.37"
10/30/2024,"7428.36"
10/29/2024,"7511.11"
10/28/2024,"7556.94"
10/25/2024,"7497.54"
10/24/2024,"7503.28"
10/23/2024,"7497.48"
10/22/2024,"7535.10"
10/21/2024,"7536.23"
10/18/2024,"7613.05"
10/17/2024,"7583.73"
10/16/2024,"7492.00"
10/15/2024,"7521.97"
10/14/2024,"7602.06"
10/11/2024,"7577.89"
10/10/2024,"7541.59"
10/09/2024,"7560.09"
10/08/2024,"7521.32"
10/07/2024,"7576.02"
10/04/2024,"7541.36"
10/03/2024,"7477.78"
10/02/2024,"7577.59"
10/01/2024,"7574.07"
09/30/2024,"7635.75"
09/27/2024,"7791.79"
09/26/2024,"7742.09"
09/25/2024,"7565.62"
09/24/2024,"7604.01"
09/23/2024,"7508.08"
09/20/2024,"7500.26"
09/19/2024,"7615.41"
09/18/2024,"7444.90"
09/17/2024,"7487.42"
09/16/2024,"7449.44"
09/13/2024,"7465.25"
09/12/2024,"7435.07"
09/11/2024,"7396.83"
09/10/2024,"7407.55"
09/09/2024,"7425.26"
09/06/2024,"7352.30"
09/05/2024,"7431.96"
09/04/2024,"7500.97"
09/03/2024,"7575.10"
09/02/2024,"7646.42"
08/30/2024,"7630.95"
08/29/2024,"7640.95"
08/28/2024,"7577.67"
08/27/2024,"7565.78"
08/26/2024,"7590.37"
08/23/2024,"7577.04"
08/22/2024,"7524.11"
08/21/2024,"7524.72"
08/20/2024,"7485.73"
08/19/2024,"7502.01"
08/16/2024,"7449.70"
08/15/2024,"7423.37"
08/14/2024,"7333.36"
08/13/2024,"7275.87"
08/12/2024,"7250.67"
08/09/2024,"7269.71"
08/08/2024,"7247.45"
08/07/2024,"7266.01"
08/06/2024,"7130.04"
08/05/2024,"7148.99"
08/02/2024,"7251.80"
08/01/2024,"7370.45"
07/31/2024,"7531.49"
07/30/2024,"7474.94"
07/29/2024,"7443.84"
07/26/2024,"7517.68"
07/25/2024,"7427.02"
07/24/2024,"7513.73"
07/23/2024,"7598.63"
07/22/2024,"7622.02"
07/19/2024,"7534.52"
07/18/2024,"7586.55"
07/17/2024,"7570.81"
07/16/2024,"7580.03"
07/15/2024,"7632.71"
07/12/2024,"7724.32"
07/11/2024,"7627.13"
07/10/2024,"7573.55"
07/09/2024,"7508.66"
07/08/2024,"7627.45"
07/05/2024,"7675.62"
07/04/2024,"7695.78"
07/03/2024,"7632.08"
07/02/2024,"7538.29"
07/01/2024,"7561.13"
06/28/2024,"7479.40"
06/27/2024,"7530.72"
06/26/2024,"7609.15"
06/25/2024,"7662.30"
06/24/2024,"7706.89"
06/21/2024,"7628.57"
06/20/2024,"7671.34"
06/19/2024,"7570.20"
06/18/2024,"7628.80"
06/17/2024,"7571.57"
06/14/2024,"7503.27"
06/13/2024,"7708.02"
06/12/2024,"7864.70"
06/11/2024,"7789.21"
06/10/2024,"7893.98"
06/07/2024,"8001.80"
06/06/2024,"8040.12"
06/05/2024,"8006.57"
06/04/2024,"7937.90"
06/03/2024,"7998.02"
05/31/2024,"7992.87"
05/30/2024,"7978.51"
05/29/2024,"7935.03"
05/28/2024,"8057.80"
05/27/2024,"8132.49"
05/24/2024,"8094.97"
05/23/2024,"8102.33"
05/22/2024,"8092.11"
05/21/2024,"8141.46"
05/20/2024,"8195.97"
